number,category,name,lon,lat,open,close
2321,wine_bars,Iberica,-0.14394,51.52248,690,1380
2322,wine_bars,Cellar Gascon,-0.10374,51.51927,720,0
2323,wine_bars,Louie Louie,-0.0941,51.48601,480,1020
2324,wine_bars,Corney & Barrow Bars,-0.09867,51.5145,450,1380
2325,wine_bars,Vini Italiani,-0.12298,51.51207,540,1260
2326,wine_bars,The Laughing Heart,-0.0679,51.53122,540,1260
2327,wine_bars,Victualler,-0.05425,51.50591,840,1365
2328,wine_bars,The Remedy,-0.14203,51.52326,960,0
2329,wine_bars,Pennethorne's Cafe Bar,-0.11822,51.51088,480,1320
2330,wine_bars,Iran Restaurant,-0.14702,51.50642,720,0
2331,wine_bars,The Ten Ten Kitchen,-0.05591,51.55665,720,0
2332,wine_bars,Vindinista,-0.26845,51.50852,720,0
2333,wine_bars,All Bar One,-0.0897,51.51175,480,1380
2334,wine_bars,POLPO,-0.12264,51.51075,720,1410
2335,wine_bars,Notes,-0.01951,51.50359,390,1140
2336,wine_bars,Boot and Flogger,-0.09365,51.50419,660,1320
2337,wine_bars,Kaia,-0.08956,51.51394,720,1380
2338,wine_bars,Trattoria N16,-0.08597,51.55199,600,1320
2339,wine_bars,28-50 Wine Workshop and Kitchen,-0.15049,51.51636,660,1380
2340,wine_bars,El Parador,-0.13776,51.53357,1080,1380
2341,wine_bars,Super Lyan,-0.08039,51.53126,1080,1380
2342,wine_bars,The Library Bar,-0.15254,51.50238,660,60
2343,wine_bars,Augustus Harris,-0.12072,51.51269,1020,1380
2344,wine_bars,Bar 366 St John's Hill,-0.17733,51.46036,960,1380
2345,wine_bars,Albertine,-0.22483,51.50557,1020,1380
2346,wine_bars,Brick & Liquor,-0.16561,51.42601,1020,0
2347,wine_bars,Dalla Terra,-0.12623,51.51283,720,1410
2348,wine_bars,Vino & Vino,-0.10178,51.5178,660,1320
2349,wine_bars,Charlotte's Place,-0.29608,51.50845,660,1320
2350,wine_bars,The Hive Wellbeing,-0.05719,51.53423,480,1320
2351,wine_bars,Notes,-0.01945,51.50495,420,1260
2352,wine_bars,Treviso Restaurant,-0.2981,51.46619,1080,1380
2353,wine_bars,Notes,-0.14336,51.4971,450,1260
2354,wine_bars,Da Franco Ristorante Italiano,-0.15712,51.61299,450,1260
2355,wine_bars,Numidie Wine Bar and Bistro,-0.08081,51.41957,450,1260
2356,wine_bars,PF Chang's Asian Table,-0.12771,51.51193,480,0
2357,wine_bars,Star & Garter,-0.21632,51.46708,1020,0
2358,wine_bars,More Bar,-0.08267,51.50484,600,1380
2359,wine_bars,Ciao Bella,-0.11912,51.52324,720,1410
2360,wine_bars,L'Entrepot,-0.06105,51.54851,720,1410
2361,wine_bars,Banyan On Thames,-0.17796,51.47037,360,1320
2362,wine_bars,Le Garrick,-0.12607,51.51157,720,1380
2363,wine_bars,203 Restaurant & Wine Bar,-0.13079,51.42829,780,0
2364,wine_bars,Meson Don Felipe,-0.1072,51.50297,720,1380
2365,wine_bars,The Vineyard,-0.10313,51.54181,720,1380
2366,wine_bars,The Metro,-0.16174,51.49987,450,1320
2367,wine_bars,Davy's,-0.02145,51.50616,480,1380
2368,wine_bars,The Lonsdale,-0.20144,51.51478,480,1380
2369,wine_bars,Drury,-0.12404,51.51609,450,1140
2370,wine_bars,Little Square,-0.14648,51.50646,720,1380
2371,wine_bars,Tiles,-0.14453,51.49719,720,1410
2372,wine_bars,Enoteca Supertuscan,-0.0774,51.51809,1050,1320
2373,wine_bars,La Gioconda Pizzorante,-0.11653,51.58793,1050,30
2374,wine_bars,Louies Bar,-0.08875,51.51702,450,1350
2375,wine_bars,Milkwood Kitchen & Bar,-0.10267,51.45294,570,1380
2376,wine_bars,Via Emilia by FOOD ROOTS,-0.08069,51.52743,690,1380
2377,wine_bars,Bacco Italian Restaurant & Wine Bar,-0.11701,51.51943,1050,1320
2378,wine_bars,The Meat Co,-0.2193,51.50575,660,1410
2379,wine_bars,Ostuni,-0.15031,51.57152,720,1350
2380,wine_bars,Valentina,-0.21019,51.45905,510,1230
2381,wine_bars,Jamavar,-0.14841,51.51034,1050,1350
2382,wine_bars,Andrew Edmunds,-0.13623,51.51316,1050,1350
2383,wine_bars,Treves & Hyde,-0.07061,51.51411,1080,1350
2384,wine_bars,Vinoteca,-0.13712,51.51261,720,1380
2385,wine_bars,Mandarin Bar,-0.15997,51.50241,690,90
2386,wine_bars,Vinoteca Chiswick,-0.25572,51.49185,720,1380
2387,wine_bars,The Winemakers Club,-0.10474,51.51696,690,1140
2388,wine_bars,68 and Boston,-0.13118,51.51471,1020,0
2389,wine_bars,Polpo - Soho,-0.13763,51.51251,720,1380
2390,wine_bars,Willy's Wine Bar,-0.07927,51.51259,660,1380
2391,wine_bars,Burgess & Hall Wines,0.01877,51.55549,660,1380
2392,wine_bars,Harry's Bar Pizzeria,-0.10347,51.51292,1020,1320
2393,wine_bars,All Bar One,-0.15149,51.51541,660,1380
2394,wine_bars,Cinnamon Bazaar,-0.12369,51.51076,1050,0
2395,wine_bars,IDDU,-0.17817,51.49402,450,1320
2396,wine_bars,Terroirs,-0.12521,51.50936,720,1380
2397,wine_bars,Spaghetti House,-0.1401,51.51417,720,1380
2398,wine_bars,Tartufi & Friends,-0.16293,51.50095,600,1260
2399,wine_bars,Grelha D'Ouro,-0.12325,51.47806,720,1380
2400,wine_bars,Manitoba Tigella,-0.12822,51.51682,720,1350
2401,wine_bars,Cafe El Buen Gusto,-0.13126,51.51296,480,1320
2402,wine_bars,The Providores and Tapa Room,-0.15177,51.51916,480,1350
2403,wine_bars,Corney & Barrow,-0.08122,51.51243,450,1380
2404,wine_bars,Mug House,-0.08809,51.50647,600,1380
2405,wine_bars,Alla Salute! Trattoria Pizzeria Social,-0.02155,51.47291,600,1380
2406,wine_bars,Corney & Barrow Bars,-0.08589,51.51069,540,1380
2407,wine_bars,All Bar One,-0.1667,51.45959,540,1380
2408,wine_bars,duck duck goose,-0.10861,51.46377,540,1380
2409,wine_bars,The Den,-0.13396,51.51369,720,0
2410,wine_bars,Off The Cuff,-0.10212,51.45298,960,0
2411,musicvenues,Alexandra Palace,-0.13009,51.59391,960,0
2412,musicvenues,Cadogan Hall,-0.15757,51.49366,600,1080
2413,musicvenues,Roundhouse,-0.15096,51.54341,570,1020
2414,musicvenues,The Queen of Hoxton,-0.08109,51.52227,960,0
2415,musicvenues,Styx,-0.06116,51.5902,960,0
2416,musicvenues,Green Note,-0.14565,51.53744,960,0
2417,musicvenues,Sevilla Mia,-0.13207,51.51691,960,0
2418,musicvenues,The Hideaway,-0.13664,51.56427,1020,1410
2419,musicvenues,The Den,-0.12548,51.51683,1020,1410
2420,musicvenues,Proud Cabaret,-0.08074,51.51162,1020,1410
2421,musicvenues,Mother Live,-0.08036,51.52722,1140,120
2422,musicvenues,Barrio Central,-0.13645,51.51403,960,60
2423,musicvenues,Studio 88,-0.13112,51.5099,1020,60
2424,musicvenues,Hatchetts,-0.14582,51.50579,720,1380
2425,musicvenues,showcase55,-0.08386,51.52902,720,1380
2426,musicvenues,Troxy,-0.044,51.51305,0,0
2427,musicvenues,Hoxton White Horse,-0.08035,51.53112,960,0
2428,musicvenues,Barrio Shoreditch,-0.07817,51.52615,960,0
2429,musicvenues,The George Tavern,-0.05311,51.51433,840,120
2430,musicvenues,The Coronet,-0.09883,51.49489,600,180
2431,musicvenues,Mau Mau Bar,-0.2068,51.51786,600,1410
2432,musicvenues,A2 Delicious Restaurant,-0.01761,51.44798,720,1380
2433,musicvenues,The Clapham Grand,-0.16939,51.46308,720,1380
2434,musicvenues,Ashtar Bar & Restaurant,-0.12311,51.48792,720,1410
2435,musicvenues,O2 Shepherd's Bush Empire,-0.22419,51.50387,540,1050
2436,musicvenues,Jamboree,-0.04326,51.51143,1140,1380
2437,musicvenues,Riverside Studios,-0.22755,51.48856,510,0
2438,musicvenues,Bonafide Studio,-0.14188,51.58915,480,0
2439,musicvenues,Albany Centre & Theatre,-0.02817,51.47759,540,1080
2440,musicvenues,Caffé Concerto,-0.13668,51.5097,420,1380
2441,musicvenues,RADA Studios,-0.13264,51.52074,540,1320
2442,musicvenues,Café Oto,-0.07479,51.54691,1200,0
2443,musicvenues,Aces & Eights,-0.13842,51.55682,960,60
2444,musicvenues,Bush Theatre,-0.22592,51.50523,600,1380
2445,musicvenues,Wilton's Music Hall,-0.06678,51.51059,1020,1380
2446,musicvenues,Servant Jazz Quarters,-0.07672,51.54864,1020,1380
2447,musicvenues,Eaton Square Bar,-0.14821,51.49827,720,0
2448,musicvenues,Euphoriom Nightclub & Bar,-0.26454,51.5064,1260,150
2449,musicvenues,Proud Camden,-0.14874,51.54286,660,90
2450,musicvenues,606 Club,-0.18197,51.47814,1140,1410
2451,musicvenues,Dee Dee's,-0.09633,51.45678,720,1410
2452,musicvenues,Rigatoni London,-0.20066,51.48302,660,1380
2453,musicvenues,The Scotch of St James,-0.13724,51.50761,660,1380
2454,musicvenues,333 Mother Bar,-0.08036,51.52727,720,150
2455,musicvenues,The Distillers Pub,-0.10062,51.51896,600,1380
2456,musicvenues,The Half Moon,-0.10076,51.45275,420,1380
2457,musicvenues,Palace Theatre,-0.12952,51.51324,1140,1290
2458,musicvenues,St Martin in the Fields,-0.12676,51.50879,480,1200
2459,musicvenues,Old Tom's Bar,-0.08341,51.51269,660,1380
2460,musicvenues,Royal Court Theatre,-0.15652,51.49256,720,0
2461,musicvenues,The Cockpit,-0.16929,51.52453,600,1080
2462,musicvenues,Bateaux London,-0.1215,51.50878,720,1380
2463,musicvenues,The Victoria,-0.06998,51.54565,1020,0
2464,musicvenues,Roadtrip & The Workshop,-0.08433,51.52663,720,60
2465,musicvenues,Mill Hill Music Complex,-0.24482,51.60999,660,1380
2466,musicvenues,New Cross Inn,-0.03714,51.47582,720,120
2467,musicvenues,Ritzy,-0.11478,51.46131,720,1380
2468,musicvenues,Cool Cats' Cafe,-0.08382,51.47807,720,1380
2469,musicvenues,Floripa,-0.08375,51.52593,720,1380
2470,musicvenues,Half Moon,-0.22007,51.46731,660,0
2471,musicvenues,Hippodrome Casino,-0.12878,51.51145,0,0
2472,musicvenues,The Tabernacle,-0.20192,51.51706,540,1350
2473,musicvenues,The Vortex Jazz Club,-0.07652,51.54932,1200,0
2474,musicvenues,Piccadilly Theatre,-0.13536,51.51085,600,1200
2475,musicvenues,Club 414,-0.11309,51.46187,600,1200
2476,musicvenues,Dirty Water Club,-0.13825,51.55813,600,1200
2477,musicvenues,Project Orange,-0.17041,51.46285,1020,1380
2478,musicvenues,The Social,-0.14085,51.5174,900,0
2479,musicvenues,Hen Party London,-0.2321,51.54948,540,420
2480,musicvenues,Kingpin Suite,-0.12833,51.52425,720,120
2481,musicvenues,Ministry Of Sound,-0.09953,51.49778,720,120
2482,musicvenues,Moors Bar,-0.1261,51.58127,720,120
2483,musicvenues,Islington Assembly Hall,-0.10266,51.54162,540,1020
2484,musicvenues,Barfly,-0.14926,51.54315,900,0
2485,musicvenues,White Post,-0.02253,51.54176,480,1380
2486,musicvenues,The Garage,-0.10397,51.54674,1140,60
2487,musicvenues,The Artworks Elephant,-0.09854,51.49315,480,1380
2488,musicvenues,The Moustache Bar,-0.0748,51.55233,480,1380
2489,musicvenues,Source Below,-0.13707,51.51082,1020,1380
2490,musicvenues,Great Suffolk Street Warehouse,-0.10133,51.50435,420,1380
2491,musicvenues,O2 Forum,-0.14192,51.55203,1080,0
2492,musicvenues,The Crystal,0.01624,51.5073,1080,0
2493,musicvenues,Union Chapel,-0.10277,51.54437,570,1080
2494,musicvenues,93 Feet East,-0.07155,51.52124,1020,1380
2495,musicvenues,St Martin's Theatre,-0.12767,51.51285,600,1200
2496,musicvenues,The Venue,-0.03657,51.47582,600,1200
2497,musicvenues,Arch1,0.00461,51.52221,1140,1410
2498,musicvenues,Tara Theatre,-0.18788,51.44179,600,1080
2499,musicvenues,Under The Bridge,-0.19031,51.48113,600,1080
2500,musicvenues,AlleyCat Club,-0.12919,51.51531,1020,120
2501,musicvenues,KOKO,-0.13836,51.53464,1140,1380
2502,musicvenues,oil on canvas,-0.12624,51.5002,540,1080
2503,musicvenues,The CLF Art Cafe,-0.06801,51.46987,1020,1380
2504,musicvenues,The Great Northern Railway Tavern,-0.11613,51.58798,660,1380
2505,musicvenues,Cyprus Meze Bar & Restaurant,-0.01734,51.57267,660,1380
2506,musicvenues,Luna Lounge,0.009,51.56836,660,1380
2507,musicvenues,The Junction,-0.09963,51.46702,960,1380
2508,musicvenues,CellarDoor,-0.11923,51.51152,960,60
2509,musicvenues,The Prince Albert,-0.11372,51.46167,1260,180
2510,musicvenues,Royal Academy Of Music,-0.15217,51.52362,420,1380
2511,musicvenues,Party Pianos - The UK Duelling Pianos Show,-0.15747,51.51665,420,1380
2512,musicvenues,Thomas A Becket,-0.07757,51.48842,720,210
2513,musicvenues,Tape London,-0.14462,51.51428,720,210
2514,musicvenues,Fabric,-0.10247,51.51961,720,210
2515,musicvenues,jam session,-0.03714,51.47583,660,120
2516,musicvenues,St James Theatre,-0.14226,51.49882,840,1170
2517,musicvenues,Shacklewell Arms,-0.07132,51.55239,240,0
2518,musicvenues,The Sound Lounge,-0.2045,51.42019,240,0
2519,musicvenues,Royal Albert Hall,-0.17741,51.501,540,1260
2520,musicvenues,Tooting Tram and Social,-0.16677,51.42692,540,1260
2521,musicvenues,Bloomsbury Theatre,-0.13259,51.52495,600,1080
2522,musicvenues,Bush Hall,-0.23163,51.50657,1170,1380
2523,musicvenues,Conway Hall,-0.11842,51.51955,510,1350
2524,musicvenues,The Midnight Rebel Band,-0.13914,51.53476,510,1350
2525,musicvenues,Zigfrid von Underbelly,-0.08174,51.52802,960,60
2526,musicvenues,Rise46,-0.16456,51.46105,960,60
2527,musicvenues,LSE Student Union,-0.11674,51.51398,960,60
2528,musicvenues,Ladybird Bar,-0.10403,51.536,1020,120
2529,musicvenues,Victoria Palace Theatre,-0.14255,51.49678,1170,1350
2530,musicvenues,Birthdays,-0.0752,51.5516,960,0
2531,musicvenues,Royal Vauxhall Tavern,-0.12195,51.48607,1140,0
2532,musicvenues,Cart & Horses,0.00435,51.54588,720,0
2533,musicvenues,Camden Peoples Theatre,-0.1384,51.5264,600,1080
2534,musicvenues,Shakespeare's Globe Theatre,-0.09711,51.50811,540,1020
2535,musicvenues,Gielgud Theatre,-0.13324,51.51202,600,1200
2536,musicvenues,Spiritual Caipirinha Bar,-0.14892,51.54327,600,1200
2537,musicvenues,Portobello Lounge,-0.2068,51.51786,600,1200
2538,musicvenues,Suburban Bar & Lounge,-0.20572,51.41959,1020,1380
2539,musicvenues,Jazz Cafe,-0.14318,51.53873,1140,120
2540,musicvenues,Resident Studios,-0.23206,51.5503,600,1380
2541,musicvenues,Cargo,-0.07891,51.52663,720,60
2542,musicvenues,Farmopolis,0.0129,51.49815,600,1080
2543,musicvenues,Scala,-0.12084,51.53077,600,1080
2544,danceclubs,Rise Nightclub,-0.12942,51.51174,1320,180
2545,danceclubs,Masters Club,-0.13522,51.51085,1080,0
2546,danceclubs,Video Ropes Productions,-0.03586,51.48887,540,1080
2547,danceclubs,Sosho Match,-0.08647,51.52241,540,1080
2548,danceclubs,Mason House,-0.14053,51.5141,540,1080
2549,danceclubs,"Drink, Shop & Do",-0.12115,51.53134,450,0
2550,danceclubs,Concrete,-0.07624,51.52414,450,0
2551,danceclubs,Raffles,-0.17363,51.48535,450,0
2552,danceclubs,Salsa Classes,-0.13485,51.46306,450,0
2553,danceclubs,Simmons,-0.12054,51.53194,960,0
2554,danceclubs,The Cuckoo Club,-0.13751,51.50935,960,0
2555,danceclubs,Thirst Bar,-0.13118,51.51429,1020,180
2556,danceclubs,Visions Banqueting Suite,-0.07555,51.54575,1020,180
2557,danceclubs,Slimelight,-0.10527,51.5322,1020,180
2558,danceclubs,Rhum Jungle,-0.11171,51.52299,720,60
2559,danceclubs,The Zoo Bar & Club,-0.12899,51.51085,720,210
2560,danceclubs,The Aquarium,-0.10615,51.52085,720,210
2561,danceclubs,Corsica Studios,-0.09866,51.49384,1200,180
2562,danceclubs,Tonteria,-0.15701,51.49299,1200,180
2563,danceclubs,Salsa!,-0.12935,51.51401,1050,120
2564,danceclubs,Market Place,-0.14039,51.51634,660,0
2565,danceclubs,Boujis,-0.17437,51.49446,660,0
2566,danceclubs,The Nest,-0.07482,51.55164,660,0
2567,danceclubs,Reflex London,-0.09454,51.51302,660,0
2568,danceclubs,Dirty Martini,-0.12184,51.51223,1020,60
2569,danceclubs,Lo-Profile,-0.13366,51.51335,1020,60
2570,danceclubs,TSQ Club,-0.12926,51.5075,1020,60
2571,danceclubs,Kitts,-0.15708,51.49301,1020,60
2572,danceclubs,Tipsy,-0.07495,51.55116,1020,60
2573,danceclubs,Beduin,-0.10579,51.51563,1020,60
2574,danceclubs,100 Wardour Street,-0.13392,51.5136,660,1380
2575,danceclubs,Area Club,-0.12318,51.48794,660,1380
2576,danceclubs,Babble City,-0.08354,51.51629,720,0
2577,danceclubs,Ridley Road Market Bar,-0.07312,51.54836,720,0
2578,danceclubs,The London Sky Bar,-0.12592,51.49199,720,0
2579,danceclubs,The Shoreditch,-0.07799,51.5258,720,60
2580,danceclubs,Panache,0.01104,51.56794,720,60
2581,danceclubs,Oslo,-0.05615,51.5475,720,0
2582,danceclubs,Dance Tunnel,-0.0755,51.54937,720,0
2583,danceclubs,The Roof Gardens,-0.1915,51.50092,720,0
2584,danceclubs,151 Club,-0.16736,51.48782,1380,180
2585,danceclubs,Renaissance Rooms,-0.12668,51.48228,1380,180
2586,danceclubs,Bisous,-0.17731,51.49501,1380,180
2587,danceclubs,The Roxy,-0.13295,51.5166,1020,180
2588,danceclubs,FM Bar & Restaurant,-0.22553,51.50548,1020,180
2589,danceclubs,Maggie's,-0.18022,51.48619,1020,180
2590,danceclubs,Chimayo,-0.18768,51.47938,720,0
2591,danceclubs,Project London,-0.13732,51.51617,720,0
2592,danceclubs,Fez Club,-0.21679,51.46086,720,0
2593,danceclubs,Deep Attraction,-0.13588,51.50942,630,180
2594,danceclubs,Kabaret's Prophecy,-0.13829,51.51195,1380,180
2595,danceclubs,Kings Head,-0.07714,51.53585,600,120
2596,danceclubs,Bodo's Schloss,-0.18774,51.50254,1020,60
2597,danceclubs,Storm Nightclub,-0.12937,51.51033,1350,180
2598,danceclubs,The Rocket,-0.11025,51.55183,600,0
2599,danceclubs,Club Couture,-0.08936,51.47366,600,0
2600,danceclubs,Mahiki,-0.14147,51.50791,1050,210
2601,danceclubs,The Candlelight Club,-0.05905,51.50069,1050,210
2602,danceclubs,Adventure Bar,-0.132,51.4644,1020,0
2603,danceclubs,Bar Elba,-0.1102,51.50267,960,0
2604,danceclubs,The Lightbox,-0.12346,51.48536,960,0
2605,danceclubs,Eclipse,-0.18319,51.49087,1020,30
2606,danceclubs,My Place Hotel,-0.19455,51.49235,1020,30
2607,danceclubs,Mayfair Club,-0.14179,51.50759,540,1080
2608,danceclubs,London Groove,-0.08683,51.51118,600,1140
2609,danceclubs,The Big Chill House,-0.12008,51.53081,480,0
2610,danceclubs,Adventure Bar,-0.12468,51.51088,1020,1410
2611,danceclubs,Electrowerkz,-0.10509,51.53223,1140,0
2612,danceclubs,Cable Street Studios,-0.04342,51.51144,600,1320
2613,danceclubs,Tramp,-0.13763,51.50826,600,1320
2614,danceclubs,Maddox Club,-0.1422,51.5126,600,1320
2615,danceclubs,Libertine Club,-0.13827,51.51604,600,1320
2616,danceclubs,Departure,-0.07677,51.51203,600,1320
2617,danceclubs,The Alibi,-0.07559,51.54948,1200,120
2618,danceclubs,Ruski's Caviar & Vodka Tavern,-0.19273,51.50104,1200,120
2619,danceclubs,Club 49,-0.13092,51.5139,1050,180
2620,danceclubs,Dogstar,-0.11187,51.46176,1050,180
2621,danceclubs,Churchills,-0.13965,51.50835,1260,240
2622,danceclubs,55 Club,-0.1271,51.51669,1260,240
2623,danceclubs,Capital A List,-0.14826,51.52237,540,1260
2624,danceclubs,Vendôme,-0.1676,51.49409,540,1260
2625,danceclubs,The Whitehouse,-0.13553,51.4608,540,1260
2626,danceclubs,Maya,-0.13376,51.5159,540,1260
2627,danceclubs,McQueen,-0.08545,51.52489,1020,0
2628,danceclubs,Manero's,-0.07678,51.53556,1020,0
2629,danceclubs,Moonlighting Nightclub,-0.13085,51.51401,1290,210
2630,danceclubs,Basement of Tavistock Hotel,-0.12833,51.52425,720,60
2631,danceclubs,Basing House,-0.0782,51.52844,720,60
2632,danceclubs,Revolution,-0.13447,51.46282,720,0
2633,danceclubs,Trapeze Bar,-0.08354,51.52568,720,0
2634,danceclubs,The Box,-0.12721,51.50642,720,0
2635,danceclubs,Lately,-0.19143,51.54633,960,120
2636,danceclubs,Embargo Night Clubs,-0.18528,51.48023,960,120
2637,danceclubs,Blagclub,-0.19603,51.50932,960,120
2638,danceclubs,Zebrano City,-0.07692,51.5142,1020,1380
2639,danceclubs,Amika,-0.14829,51.51403,1350,210
2640,danceclubs,Funkybuddha,-0.14327,51.50846,1320,180
2641,danceclubs,Exilio LGBT Latin Dance Club,-0.089,51.50465,1320,180
2642,danceclubs,No 5 Cavendish,-0.14416,51.51675,450,0
2643,danceclubs,Montezuma,-0.17594,51.49393,450,0
2644,danceclubs,Miabella,-0.13095,51.51448,1080,180
2645,danceclubs,Kosmopol,-0.17893,51.48731,1020,60
2646,danceclubs,Rumba,-0.1335,51.51096,1260,180
2647,danceclubs,Visions Video Bar,-0.07551,51.54589,1260,180
2648,danceclubs,Apt,-0.09282,51.51298,720,1380
2649,danceclubs,SO.UK Clapham,-0.137,51.4622,720,1380
2650,danceclubs,Phonox,-0.11454,51.46438,720,1380
2651,danceclubs,Funky Mojoe,0.02123,51.59671,1020,1380
2652,danceclubs,Cirque le Soir Club,-0.13901,51.51289,1380,180
2653,danceclubs,The Aquarium,-0.0852,51.5259,1380,180
2654,danceclubs,Piccadilly Institute,-0.1341,51.51032,1020,180
2655,danceclubs,The Gate,-0.19749,51.50873,1140,60
2656,danceclubs,Under Solo,-0.14407,51.53962,1140,60
2657,danceclubs,The Underworld,-0.14219,51.53913,1380,180
2658,danceclubs,Surya - Live Music Venue,-0.10933,51.53196,420,0
2659,danceclubs,Camden Centre,-0.12538,51.5291,540,0
2660,danceclubs,Café de Paris,-0.13185,51.51049,540,0
