number,category,name,lon,lat,open,close
1910,cocktailbars,Casita2,-0.06239,51.53574,1020,1380
1911,cocktailbars,Bassoon,-0.12497,51.5061,960,60
1912,cocktailbars,Platform,-0.05798,51.5374,510,1200
1913,cocktailbars,London Cocktail Club,-0.07344,51.52374,1020,0
1914,cocktailbars,The London Cocktail Club,-0.14079,51.51587,990,1410
1915,cocktailbars,Nam Long Le Shaker,-0.18359,51.49065,420,120
1916,cocktailbars,Little Bird,-0.2675,51.48155,1020,1380
1917,cocktailbars,The Queen's Head,-0.11698,51.52077,720,1380
1918,cocktailbars,Bedroom Bar,-0.08003,51.52604,960,60
1919,cocktailbars,Clarendon Cocktail Cellar,-0.14494,51.49054,1020,1380
1920,cocktailbars,The London Gin Club,-0.13437,51.51548,1020,1380
1921,cocktailbars,Foxlow,-0.1365,51.51131,480,0
1922,cocktailbars,The Distillery,-0.20492,51.51601,960,60
1923,cocktailbars,Meatup,-0.18097,51.48587,960,60
1924,cocktailbars,The Gin Palace,-0.12068,51.51107,720,120
1925,cocktailbars,The Botanist,-0.08359,51.51892,660,0
1926,cocktailbars,The Lucky Pig,-0.19945,51.48127,660,0
1927,cocktailbars,Southsider Cocktail Club,-0.16569,51.46087,660,0
1928,cocktailbars,All Bar One,-0.11928,51.51635,480,1380
1929,cocktailbars,Comensal,-0.13988,51.45418,1080,1380
1930,cocktailbars,Julie's Restaurant and Bar,-0.21055,51.51013,1140,1380
1931,cocktailbars,Cartizze Bar,-0.14562,51.5127,1020,1380
1932,cocktailbars,La Cabina,-0.07678,51.53557,1020,1380
1933,cocktailbars,The Rum Kitchen,-0.20337,51.5176,1020,1380
1934,cocktailbars,Loves Company,-0.08838,51.5263,1020,1380
1935,cocktailbars,Frederick's,-0.10419,51.53447,1080,1380
1936,cocktailbars,Grand Union,-0.08805,51.47201,720,1380
1937,cocktailbars,5CC,-0.10452,51.51562,720,1380
1938,cocktailbars,The Factory House,-0.08277,51.51237,450,1380
1939,cocktailbars,The London Cocktail Club,-0.12596,51.51652,990,1410
1940,cocktailbars,Smiths Cocktail Bar,-0.22287,51.49719,600,1320
1941,cocktailbars,Nightjar,-0.08771,51.52654,1080,60
1942,cocktailbars,Satan's Whiskers,-0.05601,51.52956,1020,0
1943,cocktailbars,Piebury Corner - Kings Cross,-0.12112,51.53116,660,1320
1944,cocktailbars,The Imperial Durbar,-0.1605,51.43634,420,30
1945,cocktailbars,Cottons,-0.0802,51.52638,720,1320
1946,cocktailbars,Scenario,-0.07502,51.55443,1080,0
1947,cocktailbars,Ekcovision,-0.11393,51.4631,330,0
1948,cocktailbars,ABQ London,-0.06046,51.53236,330,0
1949,cocktailbars,The Toy Shop,-0.2147,51.4652,1020,1380
1950,cocktailbars,Aviary,-0.08561,51.52188,420,0
1951,cocktailbars,Ping Pong,-0.07416,51.50799,660,1380
1952,cocktailbars,100 Hoxton,-0.08018,51.53104,660,1380
1953,cocktailbars,May Fair Bar,-0.14388,51.50817,480,1380
1954,cocktailbars,Merchant House,-0.09327,51.51328,720,0
1955,cocktailbars,Cha Chaan Teng,-0.11904,51.51588,420,0
1956,cocktailbars,Forro Do Galpao,-0.07363,51.52037,420,0
1957,cocktailbars,Dirty Bones - Carnaby Street,-0.13875,51.51235,720,0
1958,cocktailbars,American Bar,-0.1206,51.51024,690,0
1959,cocktailbars,Lost & Found,-0.15104,51.4448,1020,0
1960,cocktailbars,Cosy Kettle,-0.13007,51.52994,1020,0
1961,cocktailbars,Esca,-0.13691,51.46243,720,1380
1962,cocktailbars,Call Me Mr Lucky,-0.09107,51.50467,1020,0
1963,cocktailbars,Bala Baya,-0.10208,51.5035,720,1410
1964,cocktailbars,The Advisory,-0.05593,51.5399,540,1380
1965,cocktailbars,Earlham Street Clubhouse,-0.12626,51.5139,540,1380
1966,cocktailbars,Be At One,-0.12008,51.51182,990,1410
1967,cocktailbars,Be At One,-0.08079,51.5268,1020,0
1968,cocktailbars,The Hide Bar,-0.0821,51.50186,1020,0
1969,cocktailbars,Palm Court Brasserie,-0.12427,51.51188,720,1380
1970,cocktailbars,Mason's Cafe Bar,-0.12319,51.51117,720,1380
1971,cocktailbars,Merchant House,-0.10485,51.51381,660,60
1972,cocktailbars,Slug and Lettuce - Wood Street,-0.09367,51.51612,480,1380
1973,cocktailbars,The Little Yellow Door,-0.19603,51.50931,480,1380
1974,cocktailbars,Little Bat,-0.10361,51.54299,1080,0
1975,cocktailbars,Behind This Wall,-0.05527,51.54922,1080,0
1976,cocktailbars,Salvador and Amanda,-0.12163,51.51886,660,60
1977,cocktailbars,Ritorno,-0.17813,51.48299,660,60
1978,cocktailbars,Galvin,-0.14791,51.50485,660,60
1979,cocktailbars,Simmons,-0.13934,51.53503,900,0
1980,cocktailbars,The Little Viet Kitchen,-0.11081,51.53354,900,0
1981,cocktailbars,House of Tippler,-0.0753,51.45715,900,0
1982,cocktailbars,Ninth Ward,-0.10766,51.52253,720,1410
1983,cocktailbars,Mr Fogg's Gin Parlour,-0.1268,51.51088,1020,0
1984,cocktailbars,Golden Bee,-0.08487,51.52562,1020,0
1985,cocktailbars,Demon Wise & Partners,-0.08613,51.51509,1020,0
1986,cocktailbars,Lotus Bar,-0.13366,51.4636,1020,0
1987,cocktailbars,Broadway House,-0.19571,51.48017,720,60
1988,cocktailbars,The Rum Kitchen,-0.1138,51.46148,1020,1410
1989,cocktailbars,Maverick,-0.14552,51.49562,690,1350
1990,cocktailbars,The Craft Cocktail Co,-0.06672,51.52697,690,1350
1991,cocktailbars,Circus,-0.12479,51.51451,690,1350
1992,cocktailbars,Ninetyeight Bar & Lounge,-0.07996,51.52501,690,1350
1993,cocktailbars,Oven and Hearth,-0.11227,51.56934,690,1350
1994,cocktailbars,Threadneedle Bar,-0.08615,51.51381,660,1380
1995,cocktailbars,EDG Bar & Lounge,-0.17062,51.51954,480,120
1996,cocktailbars,Little Nan's Bar,-0.02693,51.47872,660,1380
1997,cocktailbars,Be At One,-0.13437,51.51155,990,1410
1998,cocktailbars,Lydia Cafe,-0.08049,51.5619,480,720
1999,cocktailbars,Over Easy,-0.15161,51.51513,480,1260
2000,cocktailbars,Bar 366 Earlsfield,-0.1876,51.4416,1020,1380
2001,cocktailbars,Carriage 34,-0.11185,51.50105,960,0
2002,cocktailbars,Graveney Gin,-0.1659,51.42882,960,0
2003,cocktailbars,Barsmith,-0.10162,51.52029,660,0
2004,cocktailbars,The Bach,-0.08015,51.53092,420,1080
2005,cocktailbars,Cocktail Embassy,-0.07903,51.41975,1020,0
2006,cocktailbars,Browns,-0.14383,51.51237,540,1380
2007,cocktailbars,Grand Union Farringdon,-0.10374,51.51927,720,0
2008,cocktailbars,Flavour Garden,-0.07961,51.51109,420,1320
2009,cocktailbars,Savini At Criterion,-0.13405,51.50978,480,0
2010,cocktailbars,Viva Tapas Bar,-0.07483,51.55099,1080,1380
2011,cocktailbars,Maxwell's Bar & Grill,-0.12363,51.51273,690,0
2012,cocktailbars,109 Bar + Kitchen,-0.15963,51.50164,480,1260
2013,cocktailbars,The Game Bird,-0.14044,51.50577,720,1320
2014,cocktailbars,BYOC Camden,-0.13934,51.53503,720,1320
2015,cocktailbars,Beaufort House,-0.17599,51.48453,480,30
2016,cocktailbars,Ping Pong,-0.21926,51.50599,660,1380
2017,cocktailbars,Bittersweet,-0.13827,51.51234,660,1380
2018,cocktailbars,Opium,-0.13146,51.51179,1020,60
2019,cocktailbars,First Aid Box,-0.10349,51.45287,1020,60
2020,cocktailbars,London Cocktail Club,-0.09779,51.53928,1020,0
2021,cocktailbars,Tuyo,-0.06272,51.53541,630,1320
2022,cocktailbars,Every Cloud,-0.05366,51.54567,1080,0
2023,cocktailbars,Bun & Bar,-0.09997,51.58266,720,0
2024,cocktailbars,Evans & Peel Detective Agency,-0.19123,51.4903,720,0
2025,cocktailbars,Jack Solomons Club,-0.13434,51.51109,720,0
2026,cocktailbars,Moo Cantina - Pimlico,-0.13522,51.49108,660,1380
2027,cocktailbars,Callooh Callay,-0.08014,51.5263,1080,60
2028,cocktailbars,CUB,-0.08034,51.53124,1080,60
2029,cocktailbars,Bar Gansa,-0.1436,51.5398,540,0
2030,cocktailbars,The Confession Box,-0.0669,51.46795,540,0
2031,cocktailbars,Hopscotch,-0.07143,51.52431,540,0
2032,cocktailbars,Made In Brasil Boteco,-0.1487,51.54298,1020,30
2033,cocktailbars,The Elgin,-0.20891,51.5162,660,1380
2034,cocktailbars,Tina We Salute You,-0.0129,51.54642,600,1080
2035,cocktailbars,El Camion Mexicano,-0.13436,51.51203,720,180
2036,cocktailbars,Minnow,-0.1399,51.46213,720,180
2037,cocktailbars,Mr Bao,-0.06579,51.46576,720,180
2038,cocktailbars,La Ventana,-0.07388,51.54554,600,1380
2039,cocktailbars,All Bar One,-0.12482,51.50837,540,1410
2040,cocktailbars,Zumbura,-0.14176,51.46415,360,1320
2041,cocktailbars,The Racketeer,-0.11576,51.52847,960,60
2042,cocktailbars,Bush Hall Dining Rooms,-0.23156,51.50635,960,1320
2043,cocktailbars,Lobster London,-0.12591,51.49198,960,1320
2044,cocktailbars,Hatch,-0.0427,51.54734,480,1350
2045,cocktailbars,Most Café Bar,-0.07659,51.50339,480,1410
2046,cocktailbars,The Bar With No Name,-0.10136,51.53639,1020,0
2047,cocktailbars,Bobby Fitzpatrick,-0.19154,51.55061,960,1410
2048,cocktailbars,Pamela,-0.07591,51.54209,960,1410
2049,cocktailbars,Rocket,-0.11908,51.51593,420,1380
2050,cocktailbars,Lockhouse,-0.17213,51.51891,480,1410
2051,cocktailbars,Simmons,-0.13894,51.52217,960,0
2052,cocktailbars,Mother's Ruin Gin Palace,-0.00386,51.58111,960,0
2053,cocktailbars,Old Mary's,-0.17837,51.51241,960,0
2054,cocktailbars,Megaro Bar,-0.12392,51.5299,960,0
2055,cocktailbars,Zelman Meats - St Paul's,-0.10258,51.51444,720,1350
2056,cocktailbars,Barrio - North,-0.10074,51.53738,1020,0
2057,cocktailbars,Zelman Meats - Knightsbridge,-0.15982,51.50159,720,1350
2058,cocktailbars,Untitled Bar,-0.0758,51.54468,720,1350
2059,cocktailbars,By Appointment Only,-0.08289,51.51668,720,1350
2060,cocktailbars,Dalloway Terrace,-0.1291,51.51723,480,1380
2061,cocktailbars,Grand Union Paddington,-0.17071,51.51841,720,1410
2062,cocktailbars,Duddell's,-0.08847,51.50502,1080,1410
2063,cocktailbars,Cubana,-0.10348,51.5193,480,1380
2064,cocktailbars,Ham Yard Bar and Restaurant,-0.13474,51.5112,420,1380
2065,wine_bars,Steak & Co.,-0.12734,51.5116,720,1380
2066,wine_bars,Yield N16,-0.0858,51.55175,720,1260
2067,wine_bars,Le Caprice,-0.14061,51.50675,720,1410
2068,wine_bars,Mark's Bar at Hix,-0.1365,51.51117,720,60
2069,wine_bars,Harry Gordon's Bar & Kitchen,-0.15285,51.5146,570,1260
2070,wine_bars,All Bar One,-0.08752,51.52041,480,1380
2071,wine_bars,161 Food + Drink,-0.05958,51.43119,480,1380
2072,wine_bars,Lardo,-0.05725,51.54358,660,1380
2073,wine_bars,Vini Italiani,-0.17709,51.49284,720,1380
2074,wine_bars,Bar 48,-0.11199,51.47949,1080,0
2075,wine_bars,Boyds Grill & Wine Bar,-0.12599,51.50704,420,1320
2076,wine_bars,The Fulham Wine Rooms,-0.20693,51.47402,960,0
2077,wine_bars,Casa Manolo,-0.12058,51.51045,960,0
2078,wine_bars,Unwined in Tooting,-0.16631,51.42894,660,1080
2079,wine_bars,Le Vieux Comptoir,-0.1533,51.5198,660,1080
2080,wine_bars,All Bar One,-0.12405,51.51076,540,1380
2081,wine_bars,Petite Terre,-0.19332,51.47577,540,1380
2082,wine_bars,Chinese Cricket Club,-0.10465,51.51225,1080,1350
2083,wine_bars,Daly's Wine Bar,-0.11305,51.51292,660,1380
2084,wine_bars,Browns Victoria,-0.14132,51.49725,480,1350
2085,wine_bars,Shepherd Market Wine House,-0.14688,51.50634,540,1380
2086,wine_bars,All Bar One,-0.07912,51.50975,660,1380
2087,wine_bars,Wine Rooms,-0.19486,51.50729,720,0
2088,wine_bars,Sager + Wilde - Hackney Road,-0.07214,51.53099,1020,0
2089,wine_bars,La Pizzica,-0.21009,51.47237,1020,1380
2090,wine_bars,The Northall,-0.12432,51.50668,1050,1380
2091,wine_bars,Enoteca Pomaio,-0.07147,51.52479,1050,1380
2092,wine_bars,Tuscanic,-0.13294,51.51268,720,1410
2093,wine_bars,Rochester's Wine Bar,-0.13663,51.49427,660,1380
2094,wine_bars,Amuse Bouche,-0.13715,51.51508,960,1410
2095,wine_bars,Davy's Wine Vaults,-0.01472,51.47745,720,1380
2096,wine_bars,40 Maltby Street,-0.07649,51.49979,720,1380
2097,wine_bars,First Edition Wine Bar,-0.0238,51.50522,540,0
2098,wine_bars,Mas Q Menos,-0.07991,51.5112,660,1410
2099,wine_bars,Jamies,-0.07556,51.51147,660,1380
2100,wine_bars,Bangers Bar and Grill,-0.08599,51.5188,660,1260
2101,wine_bars,Sardinia Corner,-0.11803,51.52019,420,1380
2102,wine_bars,Tamarind Kitchen,-0.13509,51.51466,1020,1350
2103,wine_bars,Browns Covent Garden,-0.12728,51.51132,480,1380
2104,wine_bars,Irvin Bar Grill,-0.12216,51.58113,720,1380
2105,wine_bars,The Bunghole Cellars,-0.11524,51.51827,540,1380
2106,wine_bars,Diciannove,-0.10415,51.51251,1020,1350
2107,wine_bars,Cafe Below,-0.09354,51.5137,450,870
2108,wine_bars,English Wine & Spirits Company,-0.0802,51.51681,630,1290
2109,wine_bars,Davys At Canary Wharf,-0.02271,51.506,540,1380
2110,wine_bars,Spaghetti House,-0.14778,51.51426,720,1380
2111,wine_bars,Le Bouchon Wine Bar,0.00718,51.46707,900,1380
2112,wine_bars,Firezza,-0.1327,51.51425,600,0
2113,wine_bars,All Bar One,-0.10165,51.51408,480,1380
2114,wine_bars,View 94,-0.1998,51.46251,660,1380
2115,wine_bars,Le Pain Quotidien ,-0.13408,51.52054,420,1260
2116,wine_bars,Bar Du Marché,-0.13486,51.51374,660,1380
2117,wine_bars,Côte,-0.18893,51.50198,480,1380
2118,wine_bars,Cotto,-0.11272,51.49888,1080,1380
2119,wine_bars,Vinoteca Kings Cross,-0.12499,51.53274,420,1380
2120,wine_bars,Slug & Lettuce,-0.07867,51.51289,600,1380
2121,wine_bars,Bariba',-0.16828,51.47144,600,1380
2122,wine_bars,Shane's on Chatsworth,-0.04489,51.55428,1080,1380
2123,wine_bars,Les 110 de Taillevent,-0.14588,51.51708,930,1350
2124,wine_bars,All Bar One,-0.14265,51.5165,480,1380
2125,wine_bars,The New Zealand Cellar,-0.11233,51.46352,960,1260
2126,wine_bars,Wagamama,-0.12473,51.51077,660,1380
2127,wine_bars,Soif,-0.16349,51.46077,1080,1410
2128,wine_bars,Balls Brothers,-0.10654,51.51613,540,0
2129,wine_bars,The Other Naughty Piglet,-0.14223,51.4988,1050,1260
2130,wine_bars,Jamie's Pavilion,-0.08552,51.5177,660,1380
2131,wine_bars,Clarette,-0.15376,51.51857,660,1380
2132,wine_bars,Cellar Sw4,-0.13125,51.46462,1020,1380
2133,wine_bars,L'Angolo,-0.22638,51.5358,540,1110
2134,wine_bars,Vale Victoria,-0.14473,51.49722,390,1200
2135,wine_bars,il pampeto,-0.17952,51.51858,1080,1350
2136,wine_bars,The Globe,-0.08882,51.51768,600,1320
2137,wine_bars,Buenos Aires Argentine Steakhouse - Wimbledon,-0.20948,51.42262,720,1320
2138,wine_bars,The Bok Bar,-0.1548,51.51841,660,1380
2139,wine_bars,Berties Bar,-0.20608,51.42081,1020,0
2140,wine_bars,Noble Rot Wine Bar,-0.1187,51.52188,720,1380
2141,wine_bars,Buenos Aires Argentine Steakhouse - Chiswick,-0.25508,51.49346,720,1320
2142,wine_bars,New Street Grill,-0.07979,51.51712,1050,1350
2143,wine_bars,Salt Yard,-0.13657,51.51918,720,1380
2144,wine_bars,Planet of the Grapes -  Sicilian Avenue,-0.12135,51.51838,600,1320
2145,wine_bars,Theo's Pizzeria,-0.09051,51.47366,720,1350
2146,wine_bars,1707 Wine Bar,-0.13426,51.51714,720,1230
2147,wine_bars,The Brockley deli,-0.03612,51.46575,420,1200
2148,wine_bars,Chairs and Coffee,-0.19898,51.47977,480,1080
2149,wine_bars,Corney & Barrow,-0.09018,51.51892,450,1380
2150,wine_bars,Smithy's,-0.11949,51.52984,660,0
2151,wine_bars,Hawksmoor,-0.09132,51.50623,1020,1350
2152,wine_bars,Tbilisi,-0.10718,51.54767,1110,1380
2153,wine_bars,Davys City Boot,-0.09056,51.51859,600,1260
2154,wine_bars,28-50,-0.1098,51.51463,660,1380
2155,wine_bars,Bon Gusto,-0.13785,51.4992,420,1320
2156,wine_bars,Vagabond Wines,-0.13526,51.51863,660,1380
2157,wine_bars,Rucoletta,-0.09625,51.51514,1050,1320
2158,wine_bars,Farley Macallan,-0.04909,51.54684,1050,1320
2159,wine_bars,Enoteca Da Luca,-0.09399,51.51305,720,1320
2160,wine_bars,Orford Saloon Tapas Bar,-0.01317,51.58256,1080,1350
2161,wine_bars,Bandol,-0.18444,51.48594,720,1380
2162,wine_bars,Macellaio RC,-0.16549,51.45615,1080,1380
2163,wine_bars,Hoxton Fish House,-0.08373,51.52906,720,1380
2164,wine_bars,Lahpet,-0.05871,51.5393,720,1380
2165,wine_bars,Negozio Classica,-0.20311,51.51345,930,0
2166,wine_bars,Village East,-0.08082,51.49904,720,900
2167,wine_bars,The Ivy City Garden,-0.08212,51.5168,450,0
2168,wine_bars,The Pizza Room,-0.03499,51.52587,720,1320
2169,wine_bars,Troyganic Cafe,-0.07723,51.53059,450,1380
2170,wine_bars,Davys Woolgate Bar & Brasserie,-0.09084,51.51619,450,1380
2171,wine_bars,St. John Maltby,-0.07572,51.49938,450,1380
2172,wine_bars,Brazilian Gourmet,-0.14022,51.52186,420,1350
2173,wine_bars,Momento Lounge & Bar,-0.07799,51.52242,720,0
2174,wine_bars,Le Beaujolais,-0.12853,51.51276,720,1380
2175,wine_bars,Enoteca Rabezzana,-0.09997,51.5192,690,1350
2176,wine_bars,Pho,-0.1226,51.51397,690,1380
2177,wine_bars,Vivat Bacchus,-0.08692,51.50584,720,1410
2178,wine_bars,Queenswood,-0.1748,51.47498,540,1380
2179,wine_bars,Mimino,-0.19621,51.49978,1080,1380
2180,wine_bars,Jamies,-0.09345,51.51762,1080,1380
2181,wine_bars,Cork & Bottle,-0.12897,51.51108,720,1410
2182,wine_bars,The Sampler,-0.10328,51.54259,690,1260
2183,wine_bars,Vinoteca,-0.16143,51.51487,720,1380
2184,wine_bars,Planet of the Grapes,-0.09363,51.5126,600,1350
2185,wine_bars,Fox & Grapes,-0.22988,51.42644,720,1380
2186,wine_bars,The French House,-0.07516,51.45885,540,1380
2187,wine_bars,Little Italy,-0.13129,51.51354,720,240
2188,wine_bars,Truckles,-0.12409,51.51857,660,1320
2189,wine_bars,Bar Américain,-0.13558,51.5106,780,0
2190,wine_bars,Gordon's Wine Bar,-0.12338,51.50794,660,1380
2191,wine_bars,Le QuecumBar & Brasserie,-0.17388,51.47358,1080,0
2192,wine_bars,Nottingdale,-0.21873,51.51054,480,990
2193,wine_bars,Drake's Tabanco,-0.1343,51.51851,720,1380
2194,wine_bars,Cafe Murano ,-0.12003,51.51223,720,1380
2195,wine_bars,Goodman,-0.01836,51.50132,720,1350
2196,wine_bars,Roxie Steak and Wine Cafe,-0.18664,51.43954,1080,1380
2197,wine_bars,Fiume,-0.1458,51.48305,1080,1380
2198,wine_bars,Espelette,-0.15415,51.51237,420,1320
2199,wine_bars,Arches Wine Bar,-0.18075,51.54193,660,1380
2200,wine_bars,Tapas Brindisa Shoreditch,-0.08015,51.52689,720,0
2201,wine_bars,Enoteca Da Luca,-0.14466,51.50874,660,1410
2202,wine_bars,Paladar,-0.10427,51.49813,705,1350
2203,wine_bars,G & Tea,-0.02133,51.50712,390,120
2204,wine_bars,Spaghetti House,-0.1512,51.5134,720,1380
2205,wine_bars,Brokers Wine Bars,-0.0837,51.51301,660,0
2206,wine_bars,Lucky Chip,-0.07365,51.54832,1020,1380
2207,wine_bars,Coco Momo,-0.1521,51.52086,540,1380
2208,wine_bars,Carpenter's Arms,-0.06731,51.52396,960,1410
2209,wine_bars,Enoteca Turi,-0.15406,51.49015,1110,1350
2210,wine_bars,Portland,-0.14274,51.51969,1080,1380
2211,wine_bars,Antidote,-0.13894,51.51366,720,1350
2212,wine_bars,Ciao Ciao,-0.20213,51.5457,480,120
2213,wine_bars,La Compagnie Delicatessen,-0.1264,51.51433,480,120
2214,wine_bars,The Green Room,-0.11377,51.50607,660,1380
2215,wine_bars,Polpetto,-0.13463,51.51336,720,1380
2216,wine_bars,Wildwood Kitchen,-0.24699,51.47245,690,1320
2217,wine_bars,Davy's at St James's,-0.13791,51.5061,660,1380
2218,wine_bars,Edwin's Wine Bar,-0.08152,51.52402,1020,1350
2219,wine_bars,The Olde Wine Shades,-0.08813,51.51051,510,1260
2220,wine_bars,The Brackenbury Wine Rooms,-0.22769,51.49797,960,0
2221,wine_bars,Olivocarne,-0.15101,51.49358,1140,1380
2222,wine_bars,Kibele,-0.14368,51.5219,720,1380
2223,wine_bars,Champagne Charlies,-0.12411,51.50808,660,1380
2224,wine_bars,YUU Kitchen,-0.0733,51.51635,1050,1320
2225,wine_bars,Vinoteca,-0.10192,51.52012,720,1380
2226,wine_bars,Shampers,-0.13865,51.51233,660,1380
2227,wine_bars,Vicolo Romano,-0.035,51.53187,960,1350
2228,wine_bars,Wined Up Here,-0.28817,51.41215,660,1140
2229,wine_bars,Hardy's Brasserie & Wine Bar,-0.15481,51.51958,1050,1350
2230,wine_bars,Grapeshots Wine Bars,-0.07741,51.5181,600,1260
2231,wine_bars,Ellory,-0.05832,51.53757,600,1260
2232,wine_bars,Westland Coffee & Wine,-0.09053,51.52827,420,1080
2233,wine_bars,La Barrique Wine Bar & Restaurant,0.02567,51.50889,495,1380
2234,wine_bars,Santi Restaurant Pizzeria,-0.00121,51.5409,1080,1380
2235,wine_bars,The Wells,-0.17365,51.55865,720,1380
2236,wine_bars,Balls Bros,-0.08039,51.51725,660,1380
2237,wine_bars,Crusting Pipe,-0.12259,51.51198,660,1380
2238,wine_bars,Vivat Bacchus,-0.10575,51.51785,720,1410
2239,wine_bars,Camino,-0.09945,51.50589,720,1380
2240,wine_bars,Whelans,-0.04756,51.49281,660,1380
2241,wine_bars,Notes Kings Cross,-0.12496,51.53286,450,1260
2242,wine_bars,The Hive of Vyner St,-0.05724,51.53417,480,1320
2243,wine_bars,Moot,-0.27548,51.49487,480,1380
2244,wine_bars,Waitrose Wine Bar,-0.01587,51.50452,420,1320
2245,wine_bars,Vinarius Wine Shop and Bar,-0.03045,51.53282,720,1380
2246,wine_bars,Chez Elles,-0.07128,51.51817,720,1380
2247,wine_bars,The Footman,-0.14613,51.50849,660,1380
2248,wine_bars,All Bar One - Butlers Wharf,-0.07245,51.50315,540,1380
2249,wine_bars,Troia,-0.11763,51.50226,720,1410
2250,wine_bars,Living Room,-0.13902,51.5108,600,60
2251,wine_bars,Notes Moorgate,-0.08918,51.51973,420,1320
2252,wine_bars,Roma,-0.0794,51.51125,720,1380
2253,wine_bars,Heeltap,-0.09026,51.50438,600,1380
2254,wine_bars,Humble Grape,-0.1629,51.4612,660,1320
2255,wine_bars,Pall Mall Fine Wine,-0.13222,51.50784,660,1230
2256,wine_bars,The Corner House,-0.22236,51.49943,450,1320
2257,wine_bars,Fino's Wine Cellar,-0.14823,51.51008,0,1380
2258,wine_bars,The Chelsea Cellar,-0.18001,51.486,1020,0
2259,wine_bars,Notes,-0.12672,51.50955,450,1260
2260,wine_bars,The Popeseye,-0.1391,51.56793,1080,1410
2261,wine_bars,Venus Bar and Brasserie,-0.17789,51.4178,720,660
2262,wine_bars,Chicken Shop,-0.15346,51.44366,720,1380
2263,wine_bars,Capote y Toros,-0.18367,51.49072,720,1380
2264,wine_bars,Gazette Brasserie,-0.18228,51.46575,480,1380
2265,wine_bars,Davys At Plantation Place,-0.08168,51.51074,480,1380
2266,wine_bars,Elys Restaurant,-0.20829,51.42173,570,1110
2267,wine_bars,il Pampero,-0.15628,51.49758,1080,1350
2268,wine_bars,Spaghetti House,-0.13204,51.50861,720,1380
2269,wine_bars,Mordens Wine Bar,0.00848,51.46669,510,0
2270,wine_bars,The Port House,-0.12328,51.51005,720,1380
2271,wine_bars,Casa Mia,-0.23331,51.49253,660,1380
2272,wine_bars,Uno Organic,-0.1129,51.45392,660,1380
2273,wine_bars,The Fine Cheese Co. Belgravia,-0.15752,51.49957,480,1170
2274,wine_bars,Compagnie des Vins Surnaturels,-0.12652,51.51447,720,0
2275,wine_bars,Ibérica,-0.10518,51.52108,690,1380
2276,wine_bars,Atrium Bar & Cafe,-0.12426,51.52183,600,1380
2277,wine_bars,Spaghetti House,-0.12762,51.51179,720,1380
2278,wine_bars,Peckham Refreshment Rooms,-0.06924,51.46969,480,1350
2279,wine_bars,Aster,-0.1434,51.49674,690,1350
2280,wine_bars,The Kitty Hawk,-0.08697,51.51896,450,1380
2281,wine_bars,Le Petit Sud,-0.18425,51.50143,960,0
2282,wine_bars,The Folly,-0.08598,51.51122,450,1380
2283,wine_bars,Bedales of Borough Market,-0.08983,51.50541,600,1380
2284,wine_bars,140 Portobello Wine & Art,-0.20416,51.51463,600,1380
2285,wine_bars,Tannin and Oak,-0.19192,51.55201,720,1380
2286,wine_bars,Cinnamon Culture,0.01966,51.41428,720,1380
2287,wine_bars,Luna Nuova,-0.20393,51.47647,1080,1380
2288,wine_bars,Olivo,-0.14835,51.49452,1140,1380
2289,wine_bars,Carvosso's At 210,-0.25678,51.49275,660,1380
2290,wine_bars,Est. India,-0.09503,51.50384,1050,1380
2291,wine_bars,Spaghetti House,-0.12125,51.51886,720,1380
2292,wine_bars,Jamies,-0.08777,51.50516,450,1380
2293,wine_bars,Wine Library,-0.07671,51.5104,660,1080
2294,wine_bars,POLPO Smithfield,-0.10215,51.52007,720,1380
2295,wine_bars,Greenwich Kitchen,0.00554,51.50086,480,0
2296,wine_bars,Michiko Sushino,-0.20662,51.53688,720,960
2297,wine_bars,Bedales at Spitalfields Market,-0.07535,51.51964,600,1380
2298,wine_bars,The Verge Bar,-0.07177,51.52477,720,0
2299,wine_bars,Trade Union,-0.06738,51.50825,480,90
2300,wine_bars,Sacred,-0.13892,51.51295,450,1200
2301,wine_bars,Ain't Nothin' But...,-0.13962,51.51296,1020,60
2302,wine_bars,The Bridge Wine Bar,-0.13203,51.46484,960,720
2303,wine_bars,Lorne,-0.14009,51.49258,1080,1290
2304,wine_bars,Spaghetti House,-0.13436,51.51977,720,1380
2305,wine_bars,Thai Pot,-0.12558,51.50988,1020,1350
2306,wine_bars,Jamie's,-0.08045,51.51862,450,1380
2307,wine_bars,Honey & Smoke,-0.14347,51.5226,450,1380
2308,wine_bars,Avenue,-0.13883,51.5059,1050,1320
2309,wine_bars,Tinto,-0.10362,51.53748,1050,1320
2310,wine_bars,Turie,-0.16557,51.52242,420,1080
2311,wine_bars,Bow Wine Vaults,-0.09351,51.51355,660,1380
2312,wine_bars,Otto's,-0.11424,51.52288,660,1380
2313,wine_bars,Planet Of The Grapes,-0.08359,51.5129,600,1380
2314,wine_bars,Spaghetti House,-0.18797,51.50225,540,1380
2315,wine_bars,Quality Chop House,-0.11004,51.52482,1080,1380
2316,wine_bars,The Artisan Bistro,-0.1847,51.4861,1080,1380
2317,wine_bars,Platform1,-0.0748,51.45844,1080,1380
2318,wine_bars,Levante Bar,-0.02293,51.50745,720,1380
2319,wine_bars,The Refinery,-0.10009,51.5059,540,1380
2320,wine_bars,Safari,-0.1311,51.42728,720,1410
